text,label,split
Bayou Foods,answer,test
Compac Foods,answer,test
Southeast Foods,answer,test
TO:,question,test
FROM:,question,test
8623474,other,test
☑,answer,test
Mrs. K. A. Sparrow,answer,test
R. G. Ryan,answer,test
JUNE7,question,test
AUG.2,question,test
OCT.7,question,test
SUBMISSION DATE:,header,test
NEWPORT LIGHTS HEAVY UP PROGRESS REPORT,header,test
EFFECTIVENESS OF DISTRIBUTION ALLOWANCE:,header,test
DIRECT ACCOUNT/ WHOLESALERS:,question,test
Distribution allowance was very effective in accomplishing our objectives. All accounts have purchased introductory products.,answer,test
DIRECT ACCOUNT CHAINS:,question,test
Eagle Foods is the only Void.,answer,test
NON- DIRECT ACCOUNT CHAINS:,question,test
Reception from these accounts is most positive with a solid incentitive to purchase.,answer,test
EFFECTIVENESS OF THE RETAIL (1 00 OFF CARTON) DISTRIBUTION ALLOWANCE:,question,test
Has been most helpful in acquiring desireable distribution when needed by Sales Reps.,answer,test
PROMOTIONAL ACTIVITY,header,test
40c OFF PACK- GENERAL MARKET:,question,test
"The 40c off promotions continue to be well received at the retail stores and by consumers, as well.",answer,test
DIVISION:,question,test
ACCOUNT:,question,test
(STATE),question,test
DATES:,question,test
BRAND,question,test
NOTE:,question,test
ACTION,other,test
PLAN:,question,test
CC:,question,test
8624113,other,test
STYLEREP,other,test
INVENTORY FOR:,question,test
DIRECT ACCOUNT STATUS REPORT,header,test
# OF CARTONS ON HAND,question,test
AVERAGE WEEKLY MOVEMENT,question,test
# OF WEEKS ON HAND,question,test
STYLE LIGHT 100'S,answer,test
STYLE LIGHT MENTHOL 100'S,answer,test
STYLE LIGHT BOX 100'S,answer,test
STYLE MEN. LIGHT BOX 100'S,answer,test
STYLE SLIM LIGHT 100's,answer,test
STYLE SLIM MEN. LT. 100's,answer,test
REPORT STYLE INVENTORY ONLY. SUBMIT REPORT ONLY IF STYLE IS STILL ON HAND IN THIS ACCOUNT.,answer,test
"REGIONAL SALES MANAGER, ALL DIVISIONS SERVICED BY THIS ACCOUNT.",answer,test
DATE,question,test
DATE,question,test
DATE,question,test
DATE,question,test
DATE,question,test
DATE,question,test
141,answer,test
N,other,test
/A,answer,test
N,answer,test
/A,answer,test
2051119008,other,test
RECORDS RETENTION SCHEDULE RECONCILIATION RECORDS MANAGEMENT DEPARTMENT - M /C,header,test
DEPARTMENT NAME,question,test
SCIENCE & TECHNOLOGY,answer,test
COST CENTER NUMBER,question,test
INDEX BINDERS CONSOLIDATED BY:,question,test
N /A,answer,test
INDEX BINDER RE- LABELED BY:,question,test
Mallery,answer,test
2 /15 /90,answer,test
RETENTION & RECOMMENDATION FILE REORGANIZED AND RE- LABELED BY:,question,test
RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY:,question,test
Wayne Boughan,answer,test
4 /18 /90,answer,test
BOXES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY:,question,test
RECORDS TRANSFER INVENTORY FORMS UPDATED BY:,question,test
Wayne Baughan,answer,test
7 /25 /90,answer,test
TO:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
4,answer,test
Yes,question,test
No,question,test
☑,answer,test
Name:,question,test
Name:,question,test
Name:,question,test
Name:,question,test
1426,other,test
86328049,other,test
Feb-24-99 10:53,other,test
From- UNTON WILL,other,test
T-122 P.01/04 F-066,other,test
"TELECOPY INFORMATION HUNTON & WILLIAMS Riverfront Plaza 951 East Byrd Street Richmond, Virginia 23219 -4074 (804)788-8200 2nd Floor Telecopier",header,test
Telecopier Nos.,question,test
(804) 788- 8218 (804) 788- 8219 (804) 788- 8669,answer,test
FAX NO:,question,test
FAX NO:,question,test
FAX NO.:,question,test
FAX NO.:,question,test
FAX NOc.:,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NOv,question,test
FAX NO.:,question,test
Pages (Including Cover),question,test
Original to follow in mail:,header,test
Ken Forrest,answer,test
212- 403- 2211,answer,test
Tom Frederick,answer,test
312- 558- 5700,answer,test
Tom Griffin,answer,test
617- 523- 1231,answer,test
Ever Hurwitz,answer,test
202- 342- 5999,answer,test
Barry Levin/ Curl Caton,answer,test
415- 772- 6268,answer,test
Barbara Robbins,answer,test
212- 403- 2033,answer,test
Greg Stone/Ron Olson,answer,test
213- 687- 3702,answer,test
Bill Allinder/Jeff Nelson,answer,test
816- 421- 2708,answer,test
Steve Krigbaum,answer,test
917- 663- 5593,answer,test
Tom Stoever,answer,test
303- 832- 0428,answer,test
Judy Bernstein- Gaeta,answer,test
202- 942- 5999,answer,test
Dal Burton,answer,test
404- 581- 8330,answer,test
Andy McGaan,answer,test
312- 861- 2200,answer,test
James Wilson,answer,test
336- 335- 7707,answer,test
Eric Sarner/ Doug Flemming/,answer,test
Peter Mckenna,answer,test
212- 735- 2000,answer,test
Thomas McKim,answer,test
336- 741- 0671,answer,test
D. Scott Wise,answer,test
212- 450- 4800,answer,test
,question,test
DATE,question,test
STRUCTURE,question,test
COMMENTS,question,test
J.,question,test
D.,question,test
Engle,question,test
R.,question,test
F.,question,test
Dufresne,question,test
Vanitrope,answer,test
III,answer,test
B134,answer,test
,answer,test
,answer,test
87086073,other,test
DECISION TREE ESTIMATION OF TOXIC RISK,header,test
J. D. Ergle and R. F. Dufresne,answer,test
"August 14, 1990",answer,test
COMPOUND NAME,question,test
CH3CH2O OH,answer,test
ESTIMATED TOXICITY CLASS,question,test
LORILLARO COMPOUND CODE NUMBER,question,test
This ethoxy substitued aromatic falls into class III.,answer,test
Research Chemist,question,test
Research Chemist,question,test
LORILLARD RESEARCH CENTER,other,test
FORM ,other,test
Date:,question,test
on,question,test
BLEND,question,test
CASTING,question,test
RECASING,question,test
MENIHOL,question,test
Filters,header,test
Cigarettes,header,test
Maker,question,test
Length,question,test
Circumference,question,test
Weight,question,test
Paper,question,test
Kind,question,test
Circumference,question,test
Weight,question,test
Plast.,question,test
3/14/90,answer,test
Attached,answer,test
None,answer,test
Attached,answer,test
None,answer,test
None,answer,test
mm,answer,test
430,answer,test
G,answer,test
White,answer,test
Blue,answer,test
White,answer,test
White,answer,test
James,answer,test
James,answer,test
MFG.,answer,test
Wrapping,header,test
Responsibility,header,test
Closures,question,test
Labels,question,test
Cartons,question,test
Markings,question,test
Shipping,question,test
Requirements,header,test
Laboratory,header,test
Analysis:,header,test
87093315,other,test
90- B- 1,other,test
1194- 90,answer,test
100 mm Filter,answer,test
47.5 lbs.,answer,test
Original Request Made By,question,test
J. H. Bell,answer,test
2/15/90,answer,test
Purpose of Sample,question,test
Cigarette Modification B- 451,answer,test
Sample Specifications Written By,question,test
C. W. Lassiter,answer,test
FINAL FLAVOR,question,test
MK 8,answer,test
99.0 mm,answer,test
27 mm,answer,test
24.8 mm,answer,test
78.0 g / 100,answer,test
81- 01- 07,answer,test
25- 04- 07,answer,test
67 mm White,answer,test
Sample No.,question,test
Type of Cigarette,question,test
Batch Size,question,test
Filter Length,question,test
Tip. Paper,question,test
Tip. Paper Por.,question,test
Glue Roller,question,test
Air Dilution,question,test
13.0 %,answer,test
Section A,question,test
Section B,question,test
27 mm,answer,test
"3.3/ 35,000",answer,test
OG Lt.,answer,test
108 mm,answer,test
400 mm,answer,test
24.45 mm,answer,test
75.3 30g / 100,answer,test
7 % Kent,answer,test
84- 52- 28,answer,test
655 ,answer,test
Rod Length,question,test
Pressure Drop,question,test
Plug Wrap,question,test
Plug Wrap Por.,question,test
Comb. Wrap,question,test
Comb. Wrap Por.,question,test
Tobacco Blend,question,test
Filter Production,question,test
Making & Packing,question,test
Sample Requistion (Form 02: 20: 06),question,test
Lassiter/ Douglas,answer,test
Tear Tape,question,test
Sample No. on each Carton,answer,test
Laboratory Other,question,test
1 Tray,answer,test
Mainstream Smoke Analysis,question,test
Special Requirements,other,test
"Director, Product Development",other,test
,other,test
87125460,other,test
APPROVALS,question,test
DATE,question,test
DATE,question,test
STUDY,question,test
DIRECTOR,question,test
,other,test
,answer,test
FINAL REPORT AMENDMENT,header,test
STUDY NAME,question,test
Induction of Hepatic Enzymes in rats (B202),answer,test
STUDY NUMBER,question,test
I- 7016. 401,answer,test
INITIATION DATE,question,test
"October 27, 1986",answer,test
DATE OF FINAL REPORT,question,test
"February 26, 1987",answer,test
PART OF FINAL REPORT TO BE AMENDED (EXACT LOCATION),question,test
Page 14 and Table 4,answer,test
REASON FOR THE AMENDMENT,question,test
Request from sponsor,answer,test
AMENDMENT (Attach additional sheets as necessary),question,test
see attached,answer,test
8/ 7/ 87,answer,test
08/ 14/ 87,answer,test
QUALITY ASSURANCE,question,test
DATE:,question,test
DATES:,question,test
BROKEN,question,test
LEAKED,question,test
GOOD,answer,test
T07281A,answer,test
Lorillard,answer,test
012590,answer,test
One,answer,test
B220,answer,test
,answer,test
,answer,test
87137840,other,test
TEST ARTICLE RECEIPT,header,test
TA #:,question,test
SPONSOR'S NAME:,question,test
TEST ARTICLE IDENTIFICATION:,question,test
LOT #:,question,test
CONDITION OF SHIPMENT:,question,test
SHIPPED VIA,question,test
Direct Exress,answer,test
Clear brown liquid,answer,test
PHYSICAL DESCRIPTION:,question,test
NO. OF CONTAINERS:,question,test
GROSS WEIGHT,question,test
Not provided,answer,test
NET WEIGHT (if provided):,question,test
100 g,answer,test
Not provided,answer,test
EXPIRATION DATE:,question,test
SPECIAL HANDLING REQUIREMENTS:,question,test
Store refrigerated in dark.,answer,test
RECEIVED BY:,question,test
03 /01 /90,answer,test
STUDY DIRECTOR /DEPARTMENT,question,test
Ray David,answer,test
SIGATURE OF DEPARTMENT CONSIGNEE:,question,test
03 /02 /90,answer,test
VENDOR,question,test
TERMS,question,test
CODE,question,test
DESCRIPTION,question,test
QUANTITY,question,test
DEPARTMENT,other,test
USE,other,test
ONLY,other,test
NC,question,test
DATE,question,test
Prev.,question,test
UNIT,question,test
PRICE,question,test
4111,answer,test
8700,answer,test
87147607,other,test
FOR,other,test
PURCHASING,other,test
☐ PURCHASING,question,test
☐ STATIONARY,question,test
PURCHASE REQUISITION,header,test
PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION,other,test
P. O. 1534 LT-1979,other,test
"April 19, 1988",answer,test
"Piedmont Research Laboratory 2748 Patterson Ave., Greensboro,",answer,test
ORDER NO,question,test
or Recommended Supplier,answer,test
Lorillard Research Center,answer,test
N. A. Thaggard,answer,test
As required,answer,test
DATE WANTED,question,test
SHIP TO (DEPT BRANCH),question,test
27407 NET 15 F. O. B. N/A VIA N/A,answer,test
"420 English St., Greensboro, NC 27405",question,test
"This is your authorization to prepare cigarette smoke condensate according to the protocol ""Standard Operating Procedure før the Preparation of Smoke Condensate for Mouse Skin Bioassay,"" for the period April 1, 1988 through December 31, 1988. Condensate will be prepared acording to a time schedule provided by Lorillard. The fixed price for condensate collection will be at a rate of $1, 750/10, 000 cigarettes smoked. Piedmont will pay the cost of consumable supplies. This work is to be conducted in accordance with the December 10, 1984 formal agreement between Piedmont Reseach Laboratories and Lorillard. All work is to be coordinated with our Mr. Neil Thaggard (919) 373-6628",answer,test
FOLLOW UP DATE,question,test
BUDGET NO.,question,test
REQUISITION NO.,question,test
ISSUED BY,question,test
APPROVED BY,question,test
,answer,test
DEPT. NO.,question,test
ACCT. NO.,question,test
Name:,question,test
First,question,test
Title,question,test
Middle,question,test
Last,question,test
Institution:,question,test
Street,question,test
City,question,test
State,question,test
ZIP Code,question,test
Country,question,test
Telephone:,question,test
TOTAL,question,test
DATE,question,test
TIME,question,test
Arrival:,question,test
Departure:,question,test
CARRIER,question,test
87332450,other,test
Telephone:,question,test
FAX:,question,test
Address:,question,test
47th TCRC REGISTRATION FORM,header,test
Please type or print,other,test
FAX #:,question,test
P.O. Box#,question,test
Name of guest:,question,test
Continental Breakfast on Tuesday,question,test
Fall Foliage Tour on Tuesday,question,test
Breakfast on Wednesday,question,test
Craftsman Village Tour Wednesday,question,test
Advance Registration Fee:,question,test
(prior to September 1),other,test
after September ,other,test
Late Registration Fee,question,test
$135 00,answer,test
$150 00,answer,test
$ 30. 00,answer,test
Ground Transportation (round trip),question,test
Extra banquet tickets tickets $40. 00,question,test
Please complete this portion if you need transportation from and to the Knoxville Airport.,question,test
No. in Party:,question,test
FLIGHT #,question,test
"Send this registration form, along with payment to the address noted below. Enclose a check or international money order payable in U. S. funds to the University of Tennessee - 47th TCRC",other,test
Mail to:,question,test
"Dr. Phil P. Hunter U. T. Tobacco Experiment Station Route 5 Box 113 Greeneville, TN 37743",answer,test
(615) ) 638- 5532,answer,test
(615) ) 638- 6458,answer,test
pH,question,test
SOLUBILITY,question,test
,question,test
ORAL,question,test
A221,answer,test
SIGNATURE,question,test
CENTER,other,test
RESEARCH,other,test
LORILLARD,other,test
87428306,other,test
DATE,question,test
COMPOUND PHYSICAL PARAMETERS,header,test
LRC FILE NUMBER,question,test
LOT NUMBER,question,test
PHYSICAL STATE,question,test
A crystalline solid at room temperature which melts at > 56 C.,answer,test
"The pH of a 50 % concentration of A221 in water was theoretically calculated to be 7.26 at 22 C from a 0.5 % solution in 79.5 % aqueous dioxane according to the extrapolation procedures of Dr. P. D. Schickedantz, Lozillard Accession Number 1662. Referenced 45- 10- 1.",answer,test
SPECIFIC GRAVITY,question,test
Not Determined.,answer,test
"MUTAGENICITY SOLVENTS A221 is soluble EtOH at 0.2 g/ ml, with stirring, at room temperature. Reference BC30- 88.",answer,test
"A221 forms a solution in corn oil at 0.5 g/ 0.5 mL, with stirring at room temperature. Reference BC30- 8888.",answer,test
"A221 forms a solution in corn oil at 0.5 g/ 0.5 mL, with stirring at room temperature. Reference BC30- 88.",answer,test
